,freight_value,price,payment_value,payment_installments,payment_sequential
73943,8.03,110.32,118.35,1,1
101232,16.39,89.9,106.29,2,1
8053,15.35,69.9,151.94,8,1
55905,12.8,95.15,107.95,1,1
77522,19.39,449.0,468.39,2,1
88886,13.57,79.0,92.57,1,1
66977,21.68,170.0,191.68,3,1
38704,19.56,52.9,72.46,1,1
35041,16.26,89.9,106.16,4,1
44301,16.76,69.9,86.66,3,1
6443,23.99,169.99,193.98,1,1
93684,11.85,49.99,61.84,1,1
77352,16.17,58.9,75.07,3,1
31095,22.69,117.33,140.02,6,1
65398,7.6,49.0,56.6,1,1
7033,67.07,169.0,236.07,3,1
111866,28.04,169.0,197.04,5,1
72363,39.22,330.0,369.22,1,1
90018,12.91,35.0,47.91,1,1
93375,25.63,25.9,51.53,1,1
52015,15.79,29.0,89.58,4,1
61820,19.99,299.99,219.98,10,1
36829,19.43,119.9,139.33,8,1
85892,21.57,154.0,175.57,1,1
47816,38.09,77.8,115.89,5,1
15042,20.19,99.9,120.09,1,1
96383,19.92,259.99,279.91,1,1
28027,27.11,115.99,143.1,1,1
93223,17.63,24.99,42.62,1,1
108407,19.76,435.19,454.95,2,1
21783,23.57,109.99,400.68,1,1
85855,19.32,38.9,174.66,2,1
84942,15.25,49.0,215.56,6,1
84382,6.34,53.9,337.09,8,1
99258,16.79,9.0,25.79,1,1
52368,17.06,48.9,263.84,1,1
8440,15.1,34.0,49.1,4,1
65301,7.81,78.0,85.81,2,1
79938,15.15,56.99,72.14,4,1
47144,20.19,99.99,120.18,1,1
56596,13.7,249.0,262.7,1,1
79370,115.15,399.0,514.15,2,1
33612,23.68,126.0,149.68,1,1
74769,15.26,135.9,151.16,6,1
26491,7.78,13.9,21.68,1,1
36013,23.42,88.0,111.42,5,1
75971,18.37,38.0,56.37,1,1
95120,7.78,29.87,37.65,1,1
33804,12.69,35.9,4.58,1,2
10425,25.04,103.97,258.02,1,1
95051,7.39,13.77,21.16,2,1
54107,7.78,25.99,33.77,1,1
36383,36.86,74.9,111.76,1,1
106087,8.72,27.0,35.72,3,1
96137,14.52,21.9,36.42,1,1
100673,16.18,60.0,76.18,1,1
105129,7.78,19.9,27.68,1,1
101033,14.1,38.75,158.55,1,1
64743,20.8,37.0,57.8,5,1
12990,7.46,27.9,35.36,1,1
38050,16.11,49.95,66.06,1,1
48587,15.87,160.0,175.87,1,1
47804,28.92,74.8,103.72,2,1
52352,21.64,119.9,141.54,5,1
4103,7.39,40.0,47.39,1,1
103271,27.12,55.76,414.4,3,1
110347,7.39,39.9,47.29,4,1
95767,7.39,19.9,27.29,1,1
186,28.18,116.6,144.78,5,1
79024,21.22,779.89,801.11,5,1
79404,11.85,39.9,51.75,1,1
89762,37.04,27.9,64.94,5,1
50968,21.93,144.99,166.92,1,1
43166,20.7,85.99,106.69,10,1
74848,16.14,54.9,71.04,3,1
50282,18.23,29.99,48.22,1,1
93763,16.05,18.99,35.04,1,1
62555,26.99,629.9,656.89,1,1
25232,12.36,99.49,24.18,1,2
37290,16.33,174.9,191.23,1,1
19306,8.27,21.33,59.2,1,1
94286,12.76,29.99,42.75,1,1
72236,15.23,47.65,62.88,1,1
31175,13.37,49.0,124.74,10,1
5314,17.91,167.99,185.9,2,1
107685,11.31,99.99,111.3,3,1
91148,12.32,87.47,99.79,1,1
37114,12.79,24.9,37.69,1,1
92589,14.1,17.99,32.09,3,1
81910,18.21,349.9,368.11,8,1
109193,21.05,79.9,100.95,10,1
6148,16.25,88.34,418.36,5,1
20713,44.27,228.0,272.27,1,1
77215,42.91,90.0,132.91,6,1
101806,12.89,78.87,91.76,2,1
50647,17.23,69.99,87.22,3,1
79965,17.68,56.99,74.67,3,1
27227,11.74,39.9,51.64,1,1
87792,8.42,26.9,315.54,1,1
60853,9.72,140.99,301.42,1,1
98913,25.63,23.7,49.33,1,1
11043,22.61,229.04,251.65,1,1
13721,18.75,135.0,461.25,10,1
89133,32.28,179.0,211.28,1,1
1540,34.87,299.9,334.77,6,1
86630,18.94,150.88,169.82,8,1
29509,14.13,59.9,74.03,3,1
98259,34.15,19.9,54.05,1,1
36541,13.72,99.9,227.24,3,1
38535,10.96,22.9,33.86,1,1
1384,15.34,118.9,134.24,1,1
9924,16.46,37.9,54.36,5,1
10720,23.05,35.9,58.95,1,1
47134,14.41,94.99,109.4,2,1
34538,12.83,69.9,3.9,1,9
55684,19.59,149.9,169.49,2,1
78897,36.43,158.7,195.13,1,1
10550,33.17,99.0,132.17,1,1
91268,16.32,31.99,289.86,1,1
17303,7.39,49.9,286.45,1,1
107354,7.74,79.9,87.64,2,1
73289,18.23,49.9,68.13,6,1
7423,15.1,17.9,33.0,3,1
28019,18.02,126.99,145.01,2,1
7123,17.6,12.99,61.18,6,1
61366,15.11,35.9,102.02,4,1
82564,15.23,8.6,23.83,1,1
23864,14.1,42.9,27.67,1,3
23724,14.98,94.99,109.97,2,1
674,53.48,209.99,25.0,1,5
103606,17.91,94.0,111.91,2,1
1860,8.8,59.9,202.27,1,1
9131,9.73,130.9,562.52,6,1
31187,16.3,37.4,140.9,1,1
65205,15.14,199.0,214.14,6,1
73265,18.82,49.9,68.72,4,1
5428,25.48,6.5,53.45,1,2
38214,12.79,17.9,30.0,1,2
81611,16.13,279.9,296.03,2,1
12368,9.73,139.99,149.72,3,1
9456,26.78,99.9,100.0,1,2
19915,16.49,104.9,121.39,1,1
88188,15.85,138.9,17.78,1,5
16879,16.21,64.9,81.11,4,1
64032,19.93,105.0,124.93,1,1
84138,17.26,49.9,67.16,2,1
47807,13.56,77.8,91.36,4,1
62273,16.11,38.0,162.33,1,1
60617,40.09,43.89,135.74,1,1
67672,19.66,223.0,242.66,2,1
53524,11.85,24.0,35.85,1,1
45361,20.18,64.9,85.08,2,1
73612,15.8,150.0,165.8,3,1
56913,14.3,79.0,186.6,1,1
28034,14.77,97.0,335.31,1,1
97615,9.71,99.89,109.6,6,1
28418,16.6,29.75,278.1,1,1
69257,9.35,76.9,86.25,1,1
53674,60.32,269.0,329.32,8,1
97521,18.65,109.9,128.55,1,1
43011,30.97,79.99,249.35,1,1
73435,22.16,99.0,121.16,2,1
6361,10.96,7.8,18.76,1,1
48712,14.1,35.0,49.1,1,1
70708,10.96,19.99,30.95,1,1
106161,7.39,29.0,36.39,1,1
65724,17.2,39.0,20.0,1,1
98337,16.79,19.9,36.69,1,1
99642,15.1,15.0,30.1,1,1
45546,12.79,24.99,37.78,3,1
30635,45.07,169.9,214.97,5,1
67463,8.79,96.0,104.79,3,1
104226,20.32,117.9,138.22,1,1
61070,36.0,185.81,221.81,2,1
97096,16.11,16.5,32.61,1,1
99676,14.1,12.25,26.35,1,1
108546,14.33,85.9,100.23,1,1
77072,17.55,349.9,367.45,3,1
51597,8.98,11.99,130.45,1,1
7480,16.4,18.75,68.31,1,1
19310,15.34,84.0,99.34,8,1
30822,17.93,36.5,54.43,1,2
72628,26.99,110.0,136.99,1,1
31196,16.32,29.9,46.22,1,1
32435,17.76,72.6,90.36,4,1
88812,9.27,73.9,83.17,4,1
110948,28.31,495.0,523.31,10,1
28866,12.79,36.9,49.69,2,1
74434,13.8,84.65,98.45,4,1
54964,33.4,159.99,193.39,2,1
104679,25.42,412.0,437.42,1,1
42620,13.91,127.0,2.07,1,2
34777,28.1,86.9,230.52,5,1
47270,24.69,549.99,574.68,10,1
42551,10.54,48.0,524.28,1,1
60412,19.19,277.0,3.68,1,1
102115,44.55,639.9,684.45,10,1
90859,15.51,54.0,148.02,3,1
104250,13.71,89.9,207.22,10,1
31550,34.97,40.1,450.42,1,1
30329,8.72,19.9,28.62,2,1
71930,25.21,122.99,148.2,1,1
75381,35.41,230.0,265.41,2,1
29137,20.07,82.94,103.01,1,1
91156,17.09,89.9,203.08,4,1
58264,17.21,110.0,127.21,2,1
60450,36.41,155.0,382.82,10,1
101767,14.41,144.9,318.62,10,1
56460,9.73,140.0,149.73,2,1
264,52.67,89.98,142.65,1,1
104044,9.12,110.0,119.12,1,1
54825,17.46,75.0,462.3,1,1
4508,13.71,48.09,61.8,1,1
10823,30.1,229.9,260.0,5,1
82687,18.59,101.65,120.24,3,1
45408,18.43,54.9,24.17,1,1
104160,13.46,79.0,92.46,1,1
39684,33.72,69.9,853.95,3,1
58699,8.91,87.9,96.81,4,1
34205,23.35,77.9,101.25,4,1
78009,21.18,42.9,313.51,10,1
75011,15.1,19.9,35.0,3,1
8768,10.96,35.9,140.58,1,1
12490,18.31,30.0,48.31,1,1
75836,14.59,59.9,74.49,5,1
57321,8.11,31.9,40.01,1,1
109899,20.63,365.0,385.63,9,1
13361,11.85,49.9,61.75,1,1
86098,45.72,179.99,225.71,4,1
80836,12.47,159.0,171.47,8,1
46208,17.16,129.9,147.06,1,1
85632,17.02,49.9,234.79,1,1
93483,25.63,14.9,40.53,4,1
93733,14.52,18.99,33.51,3,1
81280,15.36,69.0,168.72,1,1
40932,15.34,34.9,50.24,1,1
856,88.57,199.99,2234.66,10,1
29188,11.15,22.99,34.14,1,1
23495,2.42,10.8,158.8,4,1
28567,23.28,68.9,184.36,2,1
66496,0.0,115.0,115.0,2,1
63199,15.1,19.9,35.0,1,1
50019,7.39,8.9,16.29,1,1
47040,9.04,94.99,104.03,5,1
43318,26.27,205.0,231.27,10,1
42842,19.97,143.0,15.84,1,3
35849,13.91,210.0,223.91,5,1
107785,30.02,29.99,106.43,1,1
93875,24.84,18.99,43.83,1,1
53468,7.78,28.7,36.48,1,1
33024,23.48,128.3,151.78,1,1
105938,19.09,113.4,132.49,1,1
38776,19.58,56.1,75.68,2,1
81569,12.43,259.9,222.33,8,1
72542,21.17,53.0,74.17,3,1
99916,15.23,19.9,35.13,1,1
31251,14.44,49.9,64.34,3,1
31165,18.63,49.0,67.63,1,1
88006,22.68,139.0,161.68,6,1
73987,15.65,110.32,125.97,5,1
54614,21.57,105.0,126.57,1,1
66073,11.61,399.99,411.6,8,1
55369,15.38,29.9,9.46,1,1
30316,15.1,9.9,25.0,2,1
11650,15.91,165.66,181.57,3,1
43297,22.27,205.0,119.98,1,2
70451,16.39,89.99,106.38,1,1
27715,19.41,32.0,51.41,1,1
30828,15.28,25.0,15.28,1,1
103687,8.27,27.9,36.17,1,1
22213,16.88,89.9,106.78,3,1
85542,17.67,59.9,77.57,1,1
59062,13.84,61.9,342.16,1,1
72401,16.02,325.0,341.02,1,1
106823,15.1,13.3,28.4,2,1
18965,12.5,119.0,544.18,3,1
61325,23.9,129.9,153.8,1,1
45582,14.7,54.99,69.69,5,1
79446,11.85,26.4,38.25,2,1
112322,11.92,59.9,71.82,1,1
66210,21.45,1099.99,1121.44,8,1
2072,27.71,199.0,226.71,1,1
36816,18.09,119.9,137.99,1,1
12734,35.49,50.9,86.39,5,1
47938,16.11,25.6,41.71,1,1
14625,13.43,109.9,123.33,2,1
74358,20.78,619.65,640.43,3,1
50515,10.38,99.99,426.25,1,1
112364,15.9,86.25,102.15,10,1
63491,15.1,40.0,55.1,1,1
10597,21.2,79.9,101.1,1,1
95875,11.85,48.0,59.85,1,1
108588,14.33,85.9,100.23,2,1
58359,10.12,100.0,2202.4,1,1
19730,17.07,19.9,73.94,5,1
27929,17.35,88.0,247.69,1,1
92401,14.1,29.99,44.09,1,1
78567,23.41,67.97,15.11,1,2
50305,15.48,54.9,140.76,1,1
103756,16.96,109.9,126.86,2,1
26577,12.79,34.9,47.69,3,1
80784,10.31,249.0,293.07,10,1
28829,9.75,199.99,209.74,10,1
33560,15.1,26.9,84.0,1,1
1841,11.92,59.9,71.82,7,1
87,49.58,149.94,598.56,1,1
72810,16.45,99.0,115.45,4,1
85903,16.05,34.9,50.95,1,1
84407,17.66,59.0,76.66,7,1
102051,32.1,735.0,767.1,1,1
48082,20.81,104.99,125.8,2,1
104591,21.04,420.0,441.04,6,1
78519,18.56,65.5,84.06,2,1
5393,16.76,29.9,119.97,2,1
19594,22.2,69.9,92.1,1,1
84554,17.67,59.9,77.57,1,1
67516,16.53,129.0,145.53,1,1
4195,17.63,237.0,254.63,1,1
70197,14.69,54.0,68.69,1,1
94522,14.1,12.97,27.07,2,1
68325,16.26,299.0,315.26,3,1
79169,13.05,55.0,68.05,3,1
45835,17.81,79.9,97.71,1,1
12432,22.4,98.7,121.1,3,1
55531,53.4,149.9,203.3,1,1
14463,121.73,59.0,180.73,5,1
47329,18.21,279.99,298.2,1,1
69464,19.0,129.0,148.0,1,1
102573,20.76,256.0,470.5,1,2
43810,14.04,64.9,78.94,3,1
97918,9.34,54.9,64.24,3,1
109112,30.91,109.9,247.61,4,1
10630,18.11,44.05,62.16,1,1
48693,21.09,148.99,170.08,3,1
90912,18.36,44.0,110.02,1,1
94883,7.39,11.87,19.26,1,1
24889,50.85,36.75,87.6,1,1
30510,12.79,49.99,62.78,3,1
33372,21.18,42.9,64.08,5,1
33229,15.23,29.9,45.13,1,1
26389,21.33,75.9,97.23,3,1
79638,15.26,53.99,9.56,1,7
67130,18.82,102.9,121.72,1,1
18331,15.68,109.0,124.68,2,1
48027,17.95,99.9,117.85,1,1
49469,7.78,9.9,17.68,1,1
73672,34.92,160.0,194.92,5,1
28565,23.11,68.9,92.01,6,1
26967,14.08,38.9,105.96,2,1
111532,14.44,269.0,283.44,5,1
48346,24.29,129.8,154.09,2,1
15727,26.79,69.9,193.38,8,1
84061,17.67,59.9,77.57,7,1
8600,14.55,54.9,69.45,6,1
70275,9.27,34.49,43.76,1,1
42501,41.19,129.0,170.19,2,1
47586,17.09,119.99,137.08,4,1
69414,17.8,599.99,617.79,2,1
91102,21.08,89.9,110.98,1,1
68077,13.27,858.9,872.17,8,1
112341,11.92,59.9,13.98,1,4
94608,25.54,170.0,195.54,3,1
1824,15.84,89.9,105.74,2,1
16367,22.99,159.9,365.78,7,1
2888,12.89,78.0,818.01,5,1
90189,10.03,179.9,369.87,8,1
63998,15.52,108.0,123.52,1,1
38279,6.44,47.9,264.09,6,1
95499,7.78,38.99,46.77,1,1
7756,17.26,59.9,77.16,5,1
89650,21.25,109.0,130.25,2,1
40216,8.29,27.5,35.79,1,1
14173,43.4,66.0,109.4,1,1
109295,14.1,39.0,53.1,1,1
37494,15.46,179.9,195.36,1,1
86288,27.04,110.0,137.04,3,1
67152,15.87,159.9,175.77,4,1
111818,9.64,102.9,225.08,3,1
72910,67.29,990.0,1057.29,1,1
6399,14.11,29.9,44.01,1,1
74751,13.97,135.9,149.87,1,1
77158,15.05,184.99,200.04,1,1
1256,15.31,79.99,95.3,1,1
89071,21.4,109.0,130.4,2,1
40117,9.34,45.9,55.24,2,1
46575,14.52,49.9,64.42,1,1
93107,7.78,17.99,51.54,1,1
10501,42.09,159.0,201.09,2,1
105642,18.23,29.9,48.13,1,1
6290,10.96,32.9,43.86,1,1
47220,20.19,99.99,79.9,1,2
95331,8.29,52.0,60.29,6,1
111404,17.99,57.89,75.88,1,1
108034,12.79,45.0,57.79,1,1
7863,60.9,269.9,330.8,1,1
76560,15.96,74.6,90.56,2,1
6152,16.18,79.0,95.18,1,1
56928,19.24,467.0,972.48,1,1
63666,14.8,89.99,104.79,1,1
106323,7.78,49.0,56.78,1,1
36768,10.43,24.9,196.52,8,1
57978,12.83,99.56,112.39,3,1
13618,37.74,149.9,187.64,1,1
13483,34.52,259.98,294.5,4,1
97458,22.18,36.0,58.18,1,1
100389,15.35,35.35,50.7,1,1
45571,14.44,44.99,59.43,5,1
96724,40.11,112.0,152.11,6,1
31570,18.4,66.49,84.89,1,1
94015,7.78,34.99,27.0,1,2
16144,18.23,50.0,136.46,2,1
106263,7.39,49.0,3.27,1,1
106198,45.86,325.49,371.35,1,1
112255,15.23,3.9,95.65,4,1
49162,7.71,29.9,75.22,1,1
82547,8.54,54.9,63.44,2,1
15113,8.04,43.0,102.08,1,1
59881,12.69,29.9,170.36,1,1
69210,52.05,189.9,241.95,6,1
50523,11.9,99.99,111.89,2,1
35192,21.1,86.9,99.65,1,2
107224,14.52,23.2,37.72,3,1
980,38.08,239.99,278.07,8,1
25047,26.33,149.55,175.88,4,1
18092,30.82,139.9,170.72,1,1
58683,18.23,45.9,64.13,1,1
16895,26.21,195.9,222.11,2,1
94618,15.64,170.0,185.64,3,1
30958,8.88,19.0,167.28,8,1
87425,26.93,89.9,116.83,7,1
14894,22.31,259.9,282.21,1,1
24454,12.69,48.9,61.59,1,1
20960,16.18,59.99,152.34,3,1
74773,18.09,119.9,137.99,1,1
102158,38.58,119.0,157.58,1,1
21431,17.73,69.0,86.73,6,1
86000,15.1,16.9,32.0,3,1
63973,15.52,108.0,247.04,1,1
4143,85.16,250.0,335.16,1,1
85037,17.6,49.9,202.5,3,1
110387,23.54,55.9,79.44,4,1
61450,17.83,79.0,96.83,1,1
21504,18.3,149.9,168.2,1,1
63898,8.35,105.0,226.7,1,1
19624,16.25,69.9,86.15,6,1
41285,19.59,56.99,153.16,4,1
63776,18.63,75.0,140.2,1,1
66288,17.19,145.0,162.19,8,1
13765,13.85,69.8,83.65,1,1
104532,16.61,60.0,76.61,1,1
23546,76.23,2999.9,3076.13,10,1
46018,10.38,16.9,98.72,9,1
26674,28.33,286.99,315.32,1,1
65921,22.07,599.0,621.07,8,1
15283,9.27,29.49,77.52,6,1
71382,17.66,58.99,76.65,7,1
15337,16.25,69.49,85.74,5,1
10137,13.62,189.0,202.62,4,1
26243,30.24,179.9,210.14,3,1
60024,12.69,20.0,32.69,1,1
49303,37.99,189.0,364.88,1,1
77288,11.79,110.0,121.79,3,1
95722,18.23,22.99,41.22,1,1
56294,18.59,102.0,120.59,1,1
22780,12.23,104.9,117.13,5,1
45545,12.79,24.99,37.78,1,1
26791,16.34,53.0,138.68,3,1
52531,9.94,48.9,58.84,1,1
1815,23.24,93.9,117.14,11,1
100308,10.96,14.0,24.96,1,1
26458,13.37,39.9,53.27,3,1
15482,20.47,129.9,150.37,1,1
81429,14.03,249.9,263.93,2,1
9341,8.57,59.0,67.57,1,1
85135,20.99,49.9,70.89,7,1
69077,21.78,557.0,578.78,7,1
100115,59.77,189.9,249.67,1,1
804,28.39,89.98,411.87,1,1
105482,26.9,52.0,78.9,1,1
47506,14.07,149.9,163.97,2,1
42166,19.27,199.0,218.27,4,1
102487,14.66,69.9,84.56,1,1
83862,21.15,99.9,242.1,10,1
36400,17.88,89.9,107.78,6,1
53623,25.07,209.99,235.06,3,1
2372,27.87,159.0,186.87,3,1
87747,22.8,189.9,11.57,1,6
2660,15.79,49.0,64.79,1,1
102622,10.96,34.99,31.06,1,2
96500,15.96,74.99,18.06,1,2
52583,9.94,45.9,55.84,3,1
47140,8.91,99.99,217.8,5,1
29238,30.86,79.0,109.86,1,1
23370,64.91,650.0,714.91,1,1
34183,23.35,77.9,101.25,6,1
62791,16.57,343.4,359.97,1,1
101295,22.6,95.72,118.32,1,1
83333,14.54,65.0,397.7,8,1
104448,15.5,88.0,103.5,1,1
1230,52.95,199.99,505.88,10,1
68424,15.47,186.15,201.62,1,1
60074,18.23,42.99,61.22,1,1
105812,13.28,89.19,102.47,1,1
12509,16.32,80.0,96.32,1,1
38964,12.9,80.0,92.9,1,1
10408,25.04,103.97,129.01,7,1
85047,13.44,59.9,73.34,5,1
68198,18.17,126.68,144.85,3,1
14406,8.35,26.5,34.85,1,1
106905,7.78,69.9,77.68,1,1
69960,8.27,29.9,38.17,1,1
53353,9.87,79.9,89.77,1,1
71470,7.78,6.0,13.78,1,1
82739,15.79,39.9,19.42,1,1
7565,62.63,269.99,332.62,3,1
274,17.43,99.99,117.42,1,1
54549,7.39,8.99,16.38,1,1
62116,26.76,385.0,411.76,5,1
36065,17.88,107.5,125.38,5,1
19448,19.71,105.0,124.71,1,1
64497,3.34,55.0,108.71,7,1
78850,60.62,498.0,558.62,1,1
97021,16.86,95.2,112.06,1,1
12080,17.88,89.9,107.78,3,1
60001,12.79,31.25,176.16,1,1
7547,52.47,259.9,312.37,8,1
7301,9.37,79.9,17.14,1,5
27349,16.25,69.9,86.15,7,1
100185,72.14,299.0,371.14,10,1
15035,13.37,209.9,446.54,1,1
50576,9.51,99.99,109.5,6,1
39620,29.57,157.0,277.65,6,1
96986,13.75,23.5,37.25,1,1
38440,21.94,68.9,138.05,1,2
61919,22.41,99.9,24.33,1,1
49243,8.59,189.9,109.83,1,2
25718,16.79,29.99,46.78,4,1
74999,18.07,71.9,14.97,1,3
43053,20.77,98.99,119.76,1,1
43712,21.68,169.9,191.58,6,1
2540,19.39,59.9,396.45,1,1
49568,29.75,192.9,222.65,1,1
89764,7.56,19.9,27.46,1,1
47148,27.66,159.99,187.65,5,1
110461,18.23,23.0,41.23,1,1
35384,15.75,143.0,158.75,1,1
99438,15.23,13.65,28.88,2,1
81416,12.15,219.9,232.05,4,1
18122,47.61,159.0,206.61,2,1
6184,5.31,45.91,251.57,5,1
99669,15.1,18.0,33.1,1,1
106536,14.1,49.99,64.09,2,1
97321,22.19,127.26,149.45,3,1
47493,4.57,26.9,143.39,3,1
80307,17.83,56.99,149.64,1,1
12551,11.87,52.5,64.37,2,1
104240,23.62,117.0,140.62,1,1
26494,46.36,820.0,866.36,10,1
37354,18.23,159.9,464.29,8,1
61900,18.03,65.99,84.02,4,1
39522,8.88,74.99,167.74,3,1
105302,17.99,59.9,77.89,1,1
89748,14.32,84.9,99.22,2,1
6974,14.62,76.0,90.62,2,1
69489,16.0,159.99,175.99,4,1
98531,13.48,19.9,33.38,1,1
85129,41.33,49.9,44.48,1,1
18271,23.21,89.9,113.11,1,1
36442,24.07,109.9,223.93,10,1
60158,18.41,523.19,1083.2,1,1
28744,13.75,23.9,37.65,3,1
78793,7.39,72.38,159.54,2,1
9155,14.28,75.9,541.08,6,1
84454,0.0,53.9,53.9,1,1
72189,9.1,53.69,62.79,2,1
29268,21.18,47.99,9.46,1,5
84044,13.44,59.9,146.68,4,1
29333,18.13,79.0,97.13,8,1
96218,42.38,49.99,92.37,1,1
4343,11.85,29.9,41.75,1,1
36078,3.05,126.0,223.88,10,1
84799,17.64,49.0,66.64,1,1
102743,27.18,58.32,85.5,1,1
23591,17.09,120.0,137.09,1,1
97465,24.48,277.47,905.85,6,1
103909,7.87,16.0,23.87,1,1
5705,20.98,69.9,90.88,1,1
36037,18.23,48.0,66.23,3,1
71742,18.99,66.99,85.98,1,1
9994,40.37,168.75,209.12,1,1
31522,153.57,399.9,553.47,8,1
58797,15.79,30.9,46.69,4,1
19981,12.71,140.0,152.71,1,1
15440,19.06,169.0,376.12,6,1
71400,14.2,64.99,79.19,7,1
30114,17.6,14.14,31.74,1,1
108968,19.33,249.99,269.32,10,1
67326,18.79,219.9,238.69,8,1
3241,24.02,150.0,120.2,1,2
16598,14.66,129.46,144.12,1,1
67030,16.25,213.9,230.15,3,1
88568,20.03,849.0,869.03,10,1
32303,12.69,35.0,47.69,4,1
22018,9.09,139.9,317.96,5,1
37915,12.76,39.99,6.39,1,1
78117,55.82,729.08,784.9,5,1
95113,7.39,25.77,66.32,6,1
39326,13.95,53.0,133.9,6,1
20899,15.59,120.0,135.59,3,1
46810,10.15,29.9,84.77,1,1
2211,47.24,134.9,182.14,6,1
98930,8.72,23.7,32.42,1,1
11129,15.73,139.0,154.73,3,1
68387,10.6,348.9,359.5,1,1
25148,23.42,100.0,123.42,2,1
38670,16.79,17.9,34.69,1,1
14137,18.22,139.0,157.22,8,1
97714,18.23,27.99,46.22,1,1
78227,25.63,527.9,553.53,4,1
14317,18.4,159.99,178.39,4,1
87423,42.53,35.0,77.53,1,1
51088,18.65,199.99,218.64,10,1
44880,12.79,43.0,55.79,2,1
89655,16.45,99.0,115.45,1,1
17965,64.65,140.0,204.65,2,1
31787,10.96,19.9,30.86,1,1
94641,21.46,170.0,382.92,1,1
99744,15.79,19.89,35.68,1,1
6985,59.0,199.0,258.0,2,1
19903,15.1,21.9,37.0,3,1
110829,61.6,369.9,431.5,8,1
99207,15.23,14.6,29.83,1,1
45822,23.67,100.21,445.42,1,1
31992,11.73,67.9,30.0,1,2
110894,11.85,24.4,36.25,3,1
18813,13.99,138.0,151.99,2,1
572,56.44,139.99,100.0,2,1
24184,31.87,120.0,151.87,9,1
15351,8.3,79.99,88.29,3,1
88541,8.29,33.0,41.29,4,1
80728,16.39,233.0,249.39,10,1
61738,12.33,119.0,262.66,1,1
4232,23.14,79.9,309.12,2,1
49503,7.78,70.0,77.78,1,1
10238,29.04,329.48,1075.56,10,1
88740,44.11,2690.0,2734.11,1,1
101517,11.15,45.9,20.0,1,3
1091,45.58,159.99,205.57,5,1
43928,15.63,53.0,137.24,5,1
38804,11.86,60.5,144.72,2,1
80359,18.05,114.9,132.95,2,1
89504,19.52,79.0,98.52,3,1
32663,13.47,18.95,32.42,2,1
68330,20.08,199.9,419.89,1,1
66341,13.75,155.0,168.75,4,1
4024,15.1,10.0,150.6,10,1
46457,10.04,49.9,100.0,1,2
24626,15.1,49.9,65.0,4,1
8788,15.1,14.9,60.0,6,1
21217,19.19,72.0,91.19,1,1
36296,10.6,149.9,160.5,2,1
61048,19.04,26.99,46.03,1,1
37496,12.66,189.9,202.56,1,1
8852,15.39,174.42,189.81,1,1
81237,21.8,142.5,164.3,3,1
17884,58.9,89.99,148.89,1,1
3337,34.69,230.0,264.69,5,1
14298,47.89,329.0,1507.56,10,1
43849,23.21,12.99,16.7,1,15
86957,25.72,123.95,299.34,10,1
47916,13.63,86.99,100.62,1,1
75405,13.83,116.0,129.83,1,1
43946,11.97,67.5,79.47,2,1
107645,15.24,69.9,85.14,2,1
26102,18.91,116.25,135.16,1,1
8449,20.1,129.99,150.09,2,1
58516,7.15,175.9,373.11,1,1
71383,13.43,58.99,72.42,1,1
27449,16.83,18.13,95.81,1,1
40087,19.32,47.9,67.22,1,1
88597,22.3,53.44,75.74,3,1
31333,19.46,69.8,89.26,1,1
25662,25.25,58.9,84.15,1,1
67547,17.7,668.0,685.7,8,1
40008,13.37,40.0,106.74,1,1
27686,15.29,26.9,42.19,1,1
93200,11.85,21.0,32.85,1,1
32560,12.69,39.9,52.59,1,1
23142,12.48,33.8,46.28,4,1
3633,16.11,38.4,163.53,5,1
36711,9.09,24.9,2.96,1,3
107269,25.63,30.0,121.25,8,1
73009,16.46,99.9,349.08,10,1
53070,21.71,199.0,220.71,10,1
10243,23.76,109.9,43.05,1,3
36789,29.1,99.9,129.0,7,1
54267,19.67,67.99,87.66,1,1
68507,8.62,194.9,49.32,4,1
94081,8.92,89.9,98.82,2,1
52654,50.77,289.9,340.67,5,1
57160,7.56,99.99,107.55,1,1
32798,15.44,49.0,128.88,1,1
6667,15.1,41.9,16.78,1,2
40259,8.88,34.5,43.38,1,1
77118,16.3,219.94,236.24,1,1
71090,12.93,84.99,97.92,3,1
15938,13.37,113.0,63.25,2,2
94842,15.1,39.99,51.27,1,2
44730,29.34,134.9,0.01,1,2
91637,24.93,62.9,87.83,6,1
20868,15.11,21.9,37.01,1,1
23209,37.21,74.99,112.2,1,1
51260,12.22,144.99,157.21,1,1
57501,14.1,31.9,46.0,1,1
36206,13.83,199.9,213.73,4,1
72459,20.41,330.0,333.91,1,1
91323,14.05,249.9,263.95,8,1
81374,11.3,59.9,60.7,1,1
42830,9.46,91.9,101.36,1,1
65653,15.2,65.0,80.2,1,1
69488,20.42,175.99,196.41,1,1
106032,8.35,26.9,35.25,1,1
16886,16.6,119.9,273.0,10,1
66114,16.86,645.99,662.85,8,1
33280,19.84,40.5,241.36,10,1
2448,21.73,93.0,114.73,2,1
53091,19.63,199.0,218.63,6,1
64193,15.65,78.0,93.65,3,1
76456,8.72,46.49,55.21,1,1
57710,14.52,34.9,49.42,3,1
16563,8.79,219.99,228.78,4,1
11181,21.02,76.38,194.8,10,1
6144,24.83,88.34,45.8,1,3
30045,15.1,42.6,57.7,1,1
109997,9.43,99.99,109.42,2,1
